epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,1636.27,1.32604,0.73994,0.00249,0.75601,0.72629,0.77817,0.50206,1.20902,0.73342,0.00368,0.001715,0.001715,0.001715
75,1658.24,1.30674,0.71874,0.00251,0.76623,0.73158,0.7883,0.50957,1.20847,0.697,0.00365,0.00167,0.00167,0.00167
76,1680.36,1.30484,0.71998,0.00251,0.7285,0.74076,0.7929,0.50925,1.22982,0.72765,0.00364,0.001625,0.001625,0.001625
77,1702.29,1.32062,0.71575,0.00249,0.75621,0.7016,0.77146,0.49441,1.26142,0.77374,0.00407,0.00158,0.00158,0.00158
78,1724.34,1.32566,0.73381,0.00252,0.74744,0.74487,0.79077,0.5062,1.22206,0.71185,0.00373,0.001535,0.001535,0.001535
79,1746.36,1.29278,0.70511,0.00249,0.73877,0.73693,0.78653,0.50969,1.20174,0.70486,0.00362,0.00149,0.00149,0.00149
80,1768.23,1.28718,0.70851,0.0024,0.74784,0.75728,0.80644,0.51814,1.19982,0.67611,0.00352,0.001445,0.001445,0.001445
81,1790.36,1.28707,0.70967,0.00241,0.74847,0.75484,0.80656,0.5237,1.19397,0.68879,0.00366,0.0014,0.0014,0.0014
82,1812.32,1.27782,0.71583,0.00245,0.72933,0.75255,0.79721,0.5175,1.20282,0.67758,0.00361,0.001355,0.001355,0.001355
83,1834.26,1.27469,0.70249,0.00237,0.76467,0.7227,0.79163,0.5166,1.18716,0.69612,0.00346,0.00131,0.00131,0.00131
84,1856.53,1.28071,0.70925,0.00238,0.73567,0.74842,0.80298,0.52348,1.18107,0.69342,0.00347,0.001265,0.001265,0.001265
85,1878.57,1.2689,0.68282,0.0024,0.75338,0.75137,0.80469,0.52942,1.17514,0.68174,0.00351,0.00122,0.00122,0.00122
86,1900.68,1.26084,0.69401,0.00238,0.7326,0.77386,0.80133,0.52689,1.17961,0.72361,0.00352,0.001175,0.001175,0.001175
87,1922.68,1.28539,0.70952,0.00234,0.75577,0.75874,0.80931,0.51822,1.21011,0.69206,0.00362,0.00113,0.00113,0.00113
88,1944.56,1.27145,0.67898,0.00239,0.77419,0.73857,0.8105,0.53601,1.1533,0.69008,0.00343,0.001085,0.001085,0.001085
89,1966.76,1.27488,0.69785,0.00237,0.76662,0.74882,0.80914,0.53094,1.16962,0.67676,0.00346,0.00104,0.00104,0.00104
90,1988.99,1.25804,0.69446,0.0023,0.77734,0.71369,0.79696,0.5264,1.17582,0.69628,0.00352,0.000995,0.000995,0.000995
91,2026.6,1.19832,0.65714,0.00243,0.77155,0.73199,0.79785,0.5192,1.1914,0.73611,0.00353,0.00095,0.00095,0.00095
92,2048.28,1.18954,0.6488,0.00249,0.7102,0.76682,0.78449,0.513,1.20565,0.71989,0.00355,0.000905,0.000905,0.000905
93,2069.92,1.19884,0.6405,0.00243,0.73884,0.76914,0.80174,0.52417,1.17333,0.68462,0.00344,0.00086,0.00086,0.00086
94,2094.87,1.18183,0.6204,0.00244,0.71891,0.77247,0.80149,0.52714,1.18214,0.68934,0.00359,0.000815,0.000815,0.000815
95,2119.69,1.17514,0.62682,0.00233,0.71746,0.76423,0.80121,0.5206,1.1979,0.70106,0.00353,0.00077,0.00077,0.00077
96,2141.73,1.15646,0.62389,0.00228,0.73183,0.77331,0.80341,0.53005,1.16952,0.68948,0.00344,0.000725,0.000725,0.000725
97,2163.44,1.17332,0.61729,0.00236,0.74183,0.76786,0.79992,0.53009,1.15653,0.69102,0.00341,0.00068,0.00068,0.00068
98,2185.12,1.16724,0.61627,0.00231,0.74151,0.77012,0.79717,0.53051,1.15656,0.68075,0.00341,0.000635,0.000635,0.000635
99,2206.99,1.16482,0.61335,0.00228,0.7302,0.77215,0.79867,0.53078,1.1753,0.70346,0.00346,0.00059,0.00059,0.00059
100,2228.74,1.16674,0.61798,0.00228,0.74289,0.75747,0.79827,0.52448,1.182,0.72908,0.00352,0.000545,0.000545,0.000545
