epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,705.17,1.05739,0.68277,0.89219,0.65135,0.60168,0.64444,0.39111,0.98185,0.69751,0.88237,0.00302,0.00302,0.00302
46,720.91,1.06256,0.68073,0.89375,0.60886,0.64015,0.63503,0.37712,0.99588,0.66503,0.88342,0.002975,0.002975,0.002975
47,736.201,1.0547,0.68017,0.89053,0.64566,0.61589,0.6329,0.38094,0.9943,0.68085,0.88297,0.00293,0.00293,0.00293
48,751.617,1.05129,0.67307,0.88888,0.66117,0.59994,0.6472,0.37942,1.0385,0.66195,0.88858,0.002885,0.002885,0.002885
49,767.259,1.04187,0.65664,0.8882,0.61802,0.61785,0.64477,0.38883,0.98228,0.68475,0.88638,0.00284,0.00284,0.00284
50,782.709,1.0505,0.67641,0.88747,0.67383,0.59614,0.6622,0.39606,1.00035,0.64341,0.88621,0.002795,0.002795,0.002795
51,797.931,1.03193,0.6539,0.88812,0.68609,0.61821,0.66087,0.40367,0.96177,0.64535,0.87964,0.00275,0.00275,0.00275
52,813.24,1.06033,0.66597,0.89157,0.65757,0.65696,0.67014,0.40564,0.97346,0.64974,0.88353,0.002705,0.002705,0.002705
53,828.896,1.03989,0.65925,0.88557,0.66258,0.62378,0.65498,0.38843,0.98809,0.64189,0.88186,0.00266,0.00266,0.00266
54,844.139,1.01743,0.64852,0.88543,0.66091,0.645,0.66301,0.40476,0.96436,0.62266,0.87603,0.002615,0.002615,0.002615
55,859.354,1.02139,0.64769,0.88076,0.67997,0.63103,0.66288,0.40288,0.96166,0.62169,0.87495,0.00257,0.00257,0.00257
56,874.601,1.02528,0.65563,0.88001,0.62721,0.66016,0.66788,0.40257,0.97549,0.61974,0.88223,0.002525,0.002525,0.002525
57,890.213,1.02573,0.65443,0.8831,0.64036,0.62837,0.66531,0.40701,0.96517,0.63833,0.87691,0.00248,0.00248,0.00248
58,905.463,1.0228,0.65305,0.88439,0.6681,0.64621,0.67589,0.41044,0.96135,0.61708,0.88131,0.002435,0.002435,0.002435
59,920.789,1.02051,0.64394,0.88837,0.61518,0.65021,0.6727,0.41499,0.94812,0.62971,0.8764,0.00239,0.00239,0.00239
60,936.173,1.01038,0.64338,0.87716,0.64132,0.65935,0.67031,0.41638,0.95954,0.59858,0.8738,0.002345,0.002345,0.002345
61,951.719,1.02159,0.6409,0.88158,0.6744,0.66209,0.69733,0.43204,0.94649,0.61571,0.87303,0.0023,0.0023,0.0023
62,967.145,1.00569,0.63329,0.87759,0.62724,0.6674,0.67949,0.41365,0.94678,0.61624,0.87034,0.002255,0.002255,0.002255
63,982.43,0.99927,0.61793,0.87832,0.64374,0.6669,0.68533,0.41408,0.94285,0.61846,0.87189,0.00221,0.00221,0.00221
64,997.689,1.00633,0.63137,0.87574,0.67056,0.64426,0.67751,0.41639,0.96946,0.61181,0.88135,0.002165,0.002165,0.002165
65,1013.24,1.00325,0.61874,0.87791,0.68644,0.63808,0.67473,0.42716,0.93322,0.60162,0.86477,0.00212,0.00212,0.00212
66,1029.17,0.99935,0.6145,0.8776,0.69738,0.60512,0.67006,0.41229,0.95069,0.61044,0.87284,0.002075,0.002075,0.002075
67,1044.79,1.00729,0.62873,0.87905,0.68217,0.63851,0.68072,0.41407,0.97509,0.61942,0.87794,0.00203,0.00203,0.00203
68,1060.1,1.00681,0.62437,0.88093,0.6671,0.65833,0.69013,0.42462,0.93585,0.59994,0.87109,0.001985,0.001985,0.001985
69,1075.75,0.99664,0.6138,0.87894,0.68599,0.65313,0.68102,0.42088,0.95232,0.60866,0.87777,0.00194,0.00194,0.00194
70,1091.14,0.987,0.61523,0.87519,0.67473,0.65868,0.6835,0.41975,0.93218,0.59003,0.87327,0.001895,0.001895,0.001895
71,1106.56,0.98593,0.60833,0.87215,0.67256,0.64555,0.68222,0.42023,0.94021,0.60872,0.87329,0.00185,0.00185,0.00185
72,1122.1,0.98672,0.61049,0.87644,0.67642,0.65039,0.69238,0.43158,0.93909,0.61596,0.86975,0.001805,0.001805,0.001805
73,1137.65,0.98587,0.60803,0.87274,0.69546,0.62986,0.69643,0.42183,0.95417,0.60985,0.87626,0.00176,0.00176,0.00176
74,1153.05,0.98709,0.60921,0.87266,0.65734,0.66404,0.70001,0.43261,0.94218,0.59442,0.87186,0.001715,0.001715,0.001715
75,1168.49,0.97406,0.60064,0.87407,0.73112,0.62638,0.69092,0.42806,0.92225,0.58762,0.86768,0.00167,0.00167,0.00167
76,1183.91,0.97918,0.59938,0.87417,0.70979,0.65413,0.69992,0.42617,0.9605,0.61099,0.88105,0.001625,0.001625,0.001625
77,1199.4,0.98454,0.59784,0.87006,0.71444,0.64133,0.69807,0.42817,0.93348,0.60157,0.87103,0.00158,0.00158,0.00158
78,1214.98,0.97648,0.59826,0.87113,0.66014,0.67197,0.68784,0.42707,0.91852,0.58063,0.86871,0.001535,0.001535,0.001535
79,1230.41,0.97005,0.59809,0.87295,0.66535,0.66929,0.69997,0.4347,0.92542,0.57545,0.86605,0.00149,0.00149,0.00149
80,1245.63,0.97171,0.59903,0.86871,0.65632,0.68478,0.70538,0.43031,0.93488,0.59448,0.86814,0.001445,0.001445,0.001445
81,1261.02,0.96915,0.59656,0.86882,0.70449,0.66419,0.7048,0.43695,0.92443,0.58127,0.86523,0.0014,0.0014,0.0014
82,1276.28,0.95619,0.58809,0.87071,0.66339,0.67954,0.70146,0.43564,0.92904,0.57945,0.86876,0.001355,0.001355,0.001355
83,1291.81,0.95885,0.57912,0.86547,0.66233,0.6819,0.70241,0.43734,0.91908,0.57679,0.86359,0.00131,0.00131,0.00131
84,1307.09,0.95689,0.58815,0.86722,0.67674,0.64231,0.69226,0.42492,0.95316,0.6039,0.87534,0.001265,0.001265,0.001265
85,1323.07,0.94863,0.57015,0.86354,0.70347,0.65114,0.69763,0.43139,0.91027,0.56646,0.85881,0.00122,0.00122,0.00122
86,1338.28,0.94647,0.57008,0.86425,0.68691,0.66479,0.69927,0.43559,0.92231,0.57586,0.86021,0.001175,0.001175,0.001175
87,1353.8,0.95931,0.57728,0.86371,0.70603,0.6636,0.70262,0.43229,0.92415,0.56934,0.86888,0.00113,0.00113,0.00113
88,1369.24,0.94522,0.57126,0.86466,0.68283,0.67289,0.70169,0.4414,0.91135,0.56371,0.86084,0.001085,0.001085,0.001085
89,1384.77,0.95263,0.58099,0.86813,0.71374,0.66912,0.70493,0.43684,0.91455,0.57092,0.86421,0.00104,0.00104,0.00104
90,1400.19,0.94692,0.56827,0.86183,0.71009,0.6756,0.71572,0.44113,0.90337,0.56574,0.86068,0.000995,0.000995,0.000995
91,1431.08,0.9205,0.56169,0.85566,0.68123,0.66472,0.70289,0.4292,0.92784,0.58382,0.86331,0.00095,0.00095,0.00095
92,1446.07,0.90953,0.54863,0.85815,0.70129,0.65574,0.71108,0.43912,0.92354,0.57167,0.86497,0.000905,0.000905,0.000905
93,1461.21,0.89539,0.53863,0.85092,0.69925,0.66864,0.70388,0.43494,0.91945,0.56736,0.86432,0.00086,0.00086,0.00086
94,1476.31,0.88583,0.53218,0.851,0.71651,0.6527,0.70254,0.43396,0.92179,0.5682,0.86206,0.000815,0.000815,0.000815
95,1491.33,0.88757,0.52749,0.84824,0.69086,0.66806,0.70168,0.43426,0.92452,0.56282,0.86427,0.00077,0.00077,0.00077
96,1506.57,0.89389,0.52621,0.84732,0.68246,0.66516,0.7037,0.43343,0.92467,0.56781,0.86855,0.000725,0.000725,0.000725
97,1521.48,0.88205,0.52478,0.84958,0.67907,0.67112,0.69943,0.4351,0.92023,0.56335,0.86416,0.00068,0.00068,0.00068
98,1536.62,0.88065,0.52125,0.84334,0.70098,0.66068,0.7039,0.43282,0.92699,0.5647,0.86784,0.000635,0.000635,0.000635
99,1551.63,0.8825,0.51759,0.84704,0.68086,0.67128,0.69992,0.43405,0.90675,0.55997,0.86135,0.00059,0.00059,0.00059
100,1566.85,0.87373,0.51382,0.84713,0.69635,0.67034,0.70396,0.43489,0.90165,0.55743,0.85838,0.000545,0.000545,0.000545
